name,lat,lng,type,size,Primary Market,Airing,Initial support from the Corporation for Public Broadcasting,PRX Dovetail hosts,Testimonial,audio,Podcast Portfolio,Total Donors,To PRX,To Radiotopia,To <i>Ear Hustle</i>,To <i>The World</i>,Other,Downloads in FY25,Shows
KOJI-FM:,43.4226192,-95.1022313,broadcast,xlarge,"Spirit Lake, IA",Jazz After Hours | Latino USA | Living On Earth | Selected Shorts | Sound Opinions | The Moth Radio Hour | The World,,,,,,,,,,,,,7
WSQG-FM:,42.4439614,-76.5018807,broadcast,xlarge,"Ithaca, NY","Left, Right & Center | Living On Earth | Reveal | Selected Shorts | The Moth Radio Hour | Think | This American Life",,,,,,,,,,,,,7
WSQE-FM:,42.1473241,-76.8322526,broadcast,xlarge,"Corning/Elmira, NY","Left, Right & Center | Living On Earth | Reveal | Selected Shorts | The Moth Radio Hour | Think | This American Life",,,,,,,,,,,,,7
WSQC-FM:,42.4528571,-75.0637746,broadcast,xlarge,"Oneonta, NY","Left, Right & Center | Living On Earth | Reveal | Selected Shorts | The Moth Radio Hour | Think | This American Life",,,,,,,,,,,,,7
WSQA-FM:,42.3278477,-77.6611025,broadcast,xlarge,"Hornell, NY","Left, Right & Center | Living On Earth | Reveal | Selected Shorts | The Moth Radio Hour | Think | This American Life",,,,,,,,,,,,,7
WSKG-FM:,42.0971204,-75.9116546,broadcast,xlarge,"Binghamton, NY","Left, Right & Center | Living On Earth | Reveal | Selected Shorts | The Moth Radio Hour | Think | This American Life",,,,,,,,,,,,,7
KXJO-FM:,47.3143541,-116.5626675,broadcast,xlarge,"Saint Maries, ID",Live Wire | Christopher Kimball's Milk Street Radio | Reveal | Sound Opinions | The Ezra Klein Show | Think | Zorba,,,,,,,,,,,,,7
KSFC-FM:,47.6579711,-117.4235319,broadcast,xlarge,"Spokane, WA",Live Wire | Christopher Kimball's Milk Street Radio | Reveal | Sound Opinions | The Ezra Klein Show | Think | Zorba,,,,,,,,,,,,,7
WNPN-FM:,41.878711,-71.3825558,broadcast,xlarge,"Providence-Warwick-Pawtucket, RI","Latino USA | Left, Right & Center | Reveal | Sound Opinions | The Moth Radio Hour | Think | This American Life",,,,,,,,,,,,,7
WNPE-FM:,41.391646,-71.4809806,broadcast,xlarge,"Newport-Jamestown-Narragansett, RI","Latino USA | Left, Right & Center | Reveal | Sound Opinions | The Moth Radio Hour | Think | This American Life",,,,,,,,,,,,,7
WELH-FM:,41.8245558,-71.414199,broadcast,xlarge,"Providence, RI","Latino USA | Left, Right & Center | Reveal | Sound Opinions | The Moth Radio Hour | Think | This American Life",,,,,,,,,,,,,7
WCVY-FM:,41.6885978,-71.5642076,broadcast,xlarge,"Coventry, RI","Latino USA | Left, Right & Center | Reveal | Sound Opinions | The Moth Radio Hour | Think | This American Life",,,,,,,,,,,,,7
WFSS-FM:,35.0523673,-78.8783774,broadcast,xlarge,"Fayetteville, NC","Embodied | Latino USA | Left, Right & Center | Reveal | Snap Judgment | Sound Opinions | The Moth Radio Hour",,,,,,,,,,,,,7
WSHU-FM:,41.17989,-73.1923287,broadcast,xlarge,"Bridgeport, CT",Echoes | No Small Endeavor | Selected Shorts | The Moth Radio Hour | The World | Think | This American Life,,,,,,,,,,,,,7
WFIU-FM2:,39.169574,-86.5385549,broadcast,xlarge,"Bloomington, IN",Afropop Worldwide | Latino USA | Live Wire | PRX Remix | Snap Judgment | The World | This American Life,,,,,,,,,,,,,7
WRAU-FM:,38.3345422,-75.0846016,broadcast,xlarge,"Ocean City, MD",Latino USA | Live Wire | Reveal | Snap Judgment | The Moth Radio Hour | The World | This American Life,,,,,,,,,,,,,7
WAMU-FM:,38.9071923,-77.0368707,broadcast,xlarge,"Washington, DC",Latino USA | Live Wire | Reveal | Snap Judgment | The Moth Radio Hour | The World | This American Life,,,,,,,,,,,,,7
WNYC-AM:,40.7127753,-74.0059728,broadcast,xlarge,"New York, NY","Latino USA | Left, Right & Center | Live Wire | Reveal | Selected Shorts | Snap Judgment | The World",,,,,,,,,,,,,7
KTVR-FM:,45.3245771,-118.0877188,broadcast,xlarge,"La Grande, OR",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KTMK-FM:,45.4562158,-123.8440137,broadcast,xlarge,"Tillamook, OR",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KRBM-FM:,45.672075,-118.7885967,broadcast,xlarge,"Pendleton, OR",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KOTD-FM:,45.515232,-122.6783853,broadcast,xlarge,"Portland, OR",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KOPB-FM:,45.515232,-122.6783853,broadcast,xlarge,"Portland, OR",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KOPB-AM:,44.052121,-123.0896705,broadcast,xlarge,"Eugene, OR",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KOJD-FM:,44.4159883,-118.95301,broadcast,xlarge,"John Day, OR",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KOGL-FM:,44.8814151,-124.034593,broadcast,xlarge,"Geleneden Beach, OR",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KOBN-FM:,43.586037,-119.0544462,broadcast,xlarge,"Burns, OR",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KOBK-FM:,44.7748748,-117.8343848,broadcast,xlarge,"Baker City, OR",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KOAP-FM:,42.1887721,-120.345792,broadcast,xlarge,"Lakeview, OR",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KOAC-FM:,46.1878841,-123.8312534,broadcast,xlarge,"Astoria, OR",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KOAC-AM:,44.5646356,-123.2619607,broadcast,xlarge,"Corvallis, OR",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KOAB-FM:,44.0581728,-121.3153096,broadcast,xlarge,"Bend, OR",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KHRV-FM:,45.708857,-121.5122706,broadcast,xlarge,"Hood River, Oregon",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KETP-FM:,45.4262617,-117.2787815,broadcast,xlarge,"Enterprise, OR",Embodied | Live Wire | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show | The World,,,,,,,,,,,,,7
KTWP-FM:,48.3634784,-120.122303,broadcast,xlarge,"Twisp, WA",Jazz Happening Now | Live Wire | Selected Shorts | The Moth Radio Hour | The World | Think | Zorba,,,,,,,,,,,,,7
KPBX-FM:,47.6579711,-117.4235319,broadcast,xlarge,"Spokane, WA",Jazz Happening Now | Live Wire | Selected Shorts | The Moth Radio Hour | The World | Think | Zorba,,,,,,,,,,,,,7
KPBW-FM:,48.0959784,-119.7806166,broadcast,xlarge,"Brewster, WA",Jazz Happening Now | Live Wire | Selected Shorts | The Moth Radio Hour | The World | Think | Zorba,,,,,,,,,,,,,7
KPBG-FM:,48.9392876,-119.4352588,broadcast,xlarge,"Oroville, WA",Jazz Happening Now | Live Wire | Selected Shorts | The Moth Radio Hour | The World | Think | Zorba,,,,,,,,,,,,,7
KOMQ-FM:,48.4109853,-119.5275506,broadcast,xlarge,"Omak, WA",Jazz Happening Now | Live Wire | Selected Shorts | The Moth Radio Hour | The World | Think | Zorba,,,,,,,,,,,,,7
KLGG-FM:,47.5382565,-116.1193327,broadcast,xlarge,"Kellogg, ID",Jazz Happening Now | Live Wire | Selected Shorts | The Moth Radio Hour | The World | Think | Zorba,,,,,,,,,,,,,7
KIBX-FM:,48.6913257,-116.3163092,broadcast,xlarge,"Bonner's Ferry, ID",Jazz Happening Now | Live Wire | Selected Shorts | The Moth Radio Hour | The World | Think | Zorba,,,,,,,,,,,,,7
WTEB-FM:,34.7540524,-77.4302414,broadcast,xlarge,"Greenville-New Bern-Jacksonville, NC",Live Wire | Living On Earth | PRX Remix | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,7
WMKO-FM:,25.9397412,-81.7075355,broadcast,large,"Marco, FL",Latino USA | Living On Earth | Christopher Kimball's Milk Street Radio | Reveal | The Moth Radio Hour | To the Best of Our Knowledge,,,,,,,,,,,,,6
WGCU-FM:,26.1391777,-81.7955475,broadcast,large,"Ft. Myers-Naples, FL",Latino USA | Living On Earth | Christopher Kimball's Milk Street Radio | Reveal | The Moth Radio Hour | To the Best of Our Knowledge,,,,,,,,,,,,,6
KOSU-FM:,35.4688692,-97.519539,broadcast,large,"Oklahoma City, OK",Latino USA | Living On Earth | Christopher Kimball's Milk Street Radio | The Moth Radio Hour | The Sam Sanders Show | The World,,,,,,,,,,,,,6
KOSR-FM:,36.1156071,-97.0583681,broadcast,large,"Stillwater, OK",Latino USA | Living On Earth | Christopher Kimball's Milk Street Radio | The Moth Radio Hour | The Sam Sanders Show | The World,,,,,,,,,,,,,6
KOSN-FM:,36.5245267,-95.0238513,broadcast,large,"Ketchum, OK",Latino USA | Living On Earth | Christopher Kimball's Milk Street Radio | The Moth Radio Hour | The Sam Sanders Show | The World,,,,,,,,,,,,,6
KVHL-FM:,30.7593452,-98.6750379,broadcast,large,"Llano, TX",Christopher Kimball's Milk Street Radio | Snap Judgment | Sound Opinions | The Moth Radio Hour | The Sam Sanders Show | Think,,,,,,,,,,,,,6
KTPD-FM:,29.3708857,-100.8958674,broadcast,large,"Del Rio, TX",Christopher Kimball's Milk Street Radio | Snap Judgment | Sound Opinions | The Moth Radio Hour | The Sam Sanders Show | Think,,,,,,,,,,,,,6
KSTX-FM:,29.4251905,-98.4945922,broadcast,large,"San Antonio, TX",Christopher Kimball's Milk Street Radio | Snap Judgment | Sound Opinions | The Moth Radio Hour | The Sam Sanders Show | Think,,,,,,,,,,,,,6
KCTI-AM:,29.5016257,-97.4524926,broadcast,large,"Gonzales, TX",Christopher Kimball's Milk Street Radio | Snap Judgment | Sound Opinions | The Moth Radio Hour | The Sam Sanders Show | Think,,,,,,,,,,,,,6
WSCI-FM:,32.7833163,-79.9319664,broadcast,large,"Charleston, SC",Echoes | Jazz Happening Now | Pittsburgh Symphony Orchestra | The World | This American Life | To the Best of Our Knowledge,,,,,,,,,,,,,6
WLTR-FM:,34.0008322,-81.035147,broadcast,large,"Columbia, SC",Echoes | Jazz Happening Now | Pittsburgh Symphony Orchestra | The World | This American Life | To the Best of Our Knowledge,,,,,,,,,,,,,6
South Carolina Public Radio (WEPR-FM):,34.8484984,-82.4000158,broadcast,large,"Greenville, SC",Echoes | Jazz Happening Now | Pittsburgh Symphony Orchestra | The World | This American Life | To the Best of Our Knowledge,,,,,,,,,,,,,6
WUCX-FM:,43.5944677,-83.8888647,broadcast,large,"Bay City, MI","Left, Right & Center | Christopher Kimball's Milk Street Radio | Reveal | Snap Judgment | The Moth Radio Hour | The World",,,,,,,,,,,,,6
WUTC-FM:,35.0457984,-85.3093995,broadcast,large,"Chattanooga, TN","Latino USA | Left, Right & Center | Live Wire | The Moth Radio Hour | This American Life | To the Best of Our Knowledge",,,,,,,,,,,,,6
KANW-FM2:,35.0843859,-106.650422,broadcast,large,"Albuquerque, NM",Christopher Kimball's Milk Street Radio | Reveal | Sound Opinions | The World | Think | To the Best of Our Knowledge,,,,,,,,,,,,,6
WXVS-FM:,31.2135511,-82.3540178,broadcast,large,"Waycross, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WWIO-FM:,31.1510919,-81.4878157,broadcast,large,"Brunswick, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WWIO-AM:,30.7478954,-81.5706109,broadcast,large,"St. Marys, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WWET-FM:,30.8328597,-83.2771957,broadcast,large,"Valdosta, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WUWG-FM:,33.5801103,-85.0766113,broadcast,large,"Carrollton, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WUNV-FM:,31.5784757,-84.1513687,broadcast,large,"Albany, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WSVH-FM:,32.0808989,-81.091203,broadcast,large,"Savannah, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WRGC-FM:,33.0801429,-83.2320991,broadcast,large,"Milledgeville, G",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WPPR-FM:,34.565098,-83.5451724,broadcast,large,"Demorest, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WNGU-FM:,34.5261465,-83.9843953,broadcast,large,"Dahlonega, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WNGH-FM:,34.7659145,-84.7699385,broadcast,large,"Chatsworth, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WMUM-FM:,32.8362271,-83.6320478,broadcast,large,"Macon, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WJWV-FM:,31.6090569,-85.0471505,broadcast,large,"Fort Gaines, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WJSP-FM:,33.7501275,-84.3885209,broadcast,large,"Atlanta, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WGPB-FM:,34.2564774,-85.1687212,broadcast,large,"Rome, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WATY-FM:,30.8305102,-82.0098375,broadcast,large,"Folkston, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WACG-FM:,33.4687314,-82.0283188,broadcast,large,"Augusta, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WABR-FM:,31.45278,-83.5104801,broadcast,large,"Tifton, GA",Christopher Kimball's Milk Street Radio | No Small Endeavor | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
KCEU-FM:,39.5994095,-110.8107148,broadcast,large,"Price, UT",Latino USA | Live Wire | Living On Earth | The Moth Radio Hour | This American Life | To the Best of Our Knowledge,,,,,,,,,,,,,6
WILL-AM:,40.1105875,-88.2072697,broadcast,large,"Urbana / Champaign, IL",Latino USA | Living On Earth | Reveal | The Moth Radio Hour | This American Life | To the Best of Our Knowledge,,,,,,,,,,,,,6
WMUK-FM:,42.2896532,-85.5856279,broadcast,large,"Kalamazoo, MI",Live Wire | Christopher Kimball's Milk Street Radio | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
WFPL-FM:,38.2468618,-85.7663724,broadcast,large,"Louisville, KY",Embodied | Christopher Kimball's Milk Street Radio | Reveal | Snap Judgment | The Moth Radio Hour | Think,,,,,,,,,,,,,6
KMPQ-FM:,43.213552,-123.3412759,broadcast,large,"Roseburg, OR",Latino USA | Live Wire | Christopher Kimball's Milk Street Radio | The World | Think | This American Life,,,,,,,,,,,,,6
KLFR-FM:,43.7023389,-124.0967779,broadcast,large,"Reedsport, OR",Latino USA | Live Wire | Christopher Kimball's Milk Street Radio | The World | Think | This American Life,,,,,,,,,,,,,6
KLFO-FM:,43.9826214,-124.0998409,broadcast,large,"Florence, OR",Latino USA | Live Wire | Christopher Kimball's Milk Street Radio | The World | Think | This American Life,,,,,,,,,,,,,6
KLCO-FM:,44.6367836,-124.0534505,broadcast,large,"Newport, OR",Latino USA | Live Wire | Christopher Kimball's Milk Street Radio | The World | Think | This American Life,,,,,,,,,,,,,6
KLCC-FM:,44.052121,-123.0896705,broadcast,large,"Eugene, OR",Latino USA | Live Wire | Christopher Kimball's Milk Street Radio | The World | Think | This American Life,,,,,,,,,,,,,6
KLBR-FM:,44.0581728,-121.3153096,broadcast,large,"Bend, OR",Latino USA | Live Wire | Christopher Kimball's Milk Street Radio | The World | Think | This American Life,,,,,,,,,,,,,6
WLSU-FM:,43.8137751,-91.2519017,broadcast,large,"LaCrosse, WI",As It Happens | Latino USA | Live Wire | Christopher Kimball's Milk Street Radio | PRX Remix | Reveal,,,,,,,,,,,,,6
WVIK-FM:,41.5094771,-90.5787476,broadcast,large,"Rock Island, IL","Latino USA | Left, Right & Center | No Small Endeavor | Reveal | Snap Judgment | The Sam Sanders Show",,,,,,,,,,,,,6
KQVO-FM:,32.6789476,-115.4988834,broadcast,large,"Calexico, CA",Reveal | Snap Judgment | The Moth Radio Hour | The Sam Sanders Show | The World | This American Life,,,,,,,,,,,,,6
KPBS-FM:,32.715738,-117.1610838,broadcast,large,"San Diego, CA",Reveal | Snap Judgment | The Moth Radio Hour | The Sam Sanders Show | The World | This American Life,,,,,,,,,,,,,6
KISU-FM:,42.8621042,-112.4506191,broadcast,large,"Pocatello, ID",Living On Earth | Christopher Kimball's Milk Street Radio | PRX Remix | PRX Remix | Reveal | Zorba,,,,,,,,,,,,,6
KUXU-FM:,38.6299724,-112.1207573,broadcast,large,"Monroe, UT",Reveal | Selected Shorts | Snap Judgment | The Ezra Klein Show | The Moth Radio Hour | The World,,,,,,,,,,,,,6
KUOU-FM:,40.299403,-109.9887605,broadcast,large,"Roosevelt, UT",Reveal | Selected Shorts | Snap Judgment | The Ezra Klein Show | The Moth Radio Hour | The World,,,,,,,,,,,,,6
KUHU-FM:,37.8713829,-109.3428948,broadcast,large,"Monticello, UT",Reveal | Selected Shorts | Snap Judgment | The Ezra Klein Show | The Moth Radio Hour | The World,,,,,,,,,,,,,6
KUEU-FM:,41.7369803,-111.8338359,broadcast,large,"Logan, UT",Reveal | Selected Shorts | Snap Judgment | The Ezra Klein Show | The Moth Radio Hour | The World,,,,,,,,,,,,,6
KUER-FM:,40.7605601,-111.8881397,broadcast,large,"Salt Lake City-Ogden-Provo, UT",Reveal | Selected Shorts | Snap Judgment | The Ezra Klein Show | The Moth Radio Hour | The World,,,,,,,,,,,,,6
WNJY-FM:,40.8971794,-74.7017328,broadcast,large,"Netcong, NJ",Latino USA | Reveal | Selected Shorts | Snap Judgment | The Moth Radio Hour | This American Life,,,,,,,,,,,,,6
WNJT-FM:,40.2201787,-74.7642295,broadcast,large,"Trenton, NJ",Latino USA | Reveal | Selected Shorts | Snap Judgment | The Moth Radio Hour | This American Life,,,,,,,,,,,,,6
WNJP-FM:,41.2078211,-74.6071735,broadcast,large,"Sussex, NJ",Latino USA | Reveal | Selected Shorts | Snap Judgment | The Moth Radio Hour | This American Life,,,,,,,,,,,,,6
WNJO-FM:,39.9273515,-74.0775164,broadcast,large,Toms River/Seaside Park,Latino USA | Reveal | Selected Shorts | Snap Judgment | The Moth Radio Hour | This American Life,,,,,,,,,,,,,6
WDDE-FM:,39.158168,-75.5243682,broadcast,large,"Dover, DE",Reveal | Snap Judgment | Sound Opinions | The Moth Radio Hour | The World | This American Life,,,,,,,,,,,,,6
KHCT-FM:,38.3644567,-98.7648073,broadcast,large,"Great Bend/Hays, KS",Echoes | Living On Earth | Pittsburgh Symphony Orchestra | The Moth Radio Hour | Think | Zorba,,,,,,,,,,,,,6
KHCD-FM:,38.8402805,-97.6114237,broadcast,large,"Salina/Manhattan, KS",Echoes | Living On Earth | Pittsburgh Symphony Orchestra | The Moth Radio Hour | Think | Zorba,,,,,,,,,,,,,6
KHCC-FM:,38.0608445,-97.9297743,broadcast,large,"Hutchinson, KS",Echoes | Living On Earth | Pittsburgh Symphony Orchestra | The Moth Radio Hour | Think | Zorba,,,,,,,,,,,,,6
Marfa Public Radio (KRTS-FM):,30.3094622,-104.020623,broadcast,large,"Marfa, TX",Afropop Worldwide | Latino USA | Snap Judgment | Sound Opinions | Think | This American Life,,,,,,,,,,,,,6
KRTP-FM:,30.3561488,-103.6696958,broadcast,large,"Alpine, TX",Afropop Worldwide | Latino USA | Snap Judgment | Sound Opinions | Think | This American Life,,,,,,,,,,,,,6
KDKY-FM:,30.2051688,-103.2446205,broadcast,large,"Marathon, TX",Afropop Worldwide | Latino USA | Snap Judgment | Sound Opinions | Think | This American Life,,,,,,,,,,,,,6
KUAR-FM:,34.7444618,-92.2880157,broadcast,large,"Little Rock, AR",Embodied | Living On Earth | PRX Remix | The Moth Radio Hour | The Sam Sanders Show | Think,,,,,,,,,,,,,6
WFDD-FM:,35.9556923,-80.0053176,broadcast,large,"Greensboro-Winston-Salem-High Point, NC",Latino USA | Reveal | Snap Judgment | The Moth Radio Hour | The World | This American Life,,,,,,,,,,,,,6
WAMC-FM2:,42.7636479,-73.6536209,broadcast,large,"Albany-Schenectady-Troy, NY",Echoes | Jazz After Hours | Living On Earth | Selected Shorts | Snap Judgment | The World,,,,,,,,,,,,,6
KMXT-FM2:,57.79,-152.4072222,broadcast,large,"Kodiak, AK",Afropop Worldwide | Echoes | Harmonia | Jazz After Hours | No Small Endeavor | The World,,,,,,,,,,,,,6
WWCM-FM:,43.9830762,-83.9588803,broadcast,large,"Standish, MI","Echoes | Left, Right & Center | Reveal | Snap Judgment | The Moth Radio Hour | The World",,,,,,,,,,,,,6
WCMZ-FM:,46.4977115,-84.3475876,broadcast,large,"Sault Ste. Marie, MI","Echoes | Left, Right & Center | Reveal | Snap Judgment | The Moth Radio Hour | The World",,,,,,,,,,,,,6
WCMW-FM:,45.4316759,-84.9919992,broadcast,large,"Harbor Springs, MI","Echoes | Left, Right & Center | Reveal | Snap Judgment | The Moth Radio Hour | The World",,,,,,,,,,,,,6
WCMU-FM:,43.5978075,-84.7675139,broadcast,large,"Mount Pleasant, MI","Echoes | Left, Right & Center | Reveal | Snap Judgment | The Moth Radio Hour | The World",,,,,,,,,,,,,6
WCML-FM:,45.0616794,-83.4327528,broadcast,large,"Alpena, MI","Echoes | Left, Right & Center | Reveal | Snap Judgment | The Moth Radio Hour | The World",,,,,,,,,,,,,6
WCMB-FM:,44.4204219,-83.3302447,broadcast,large,"Oscoda, MI","Echoes | Left, Right & Center | Reveal | Snap Judgment | The Moth Radio Hour | The World",,,,,,,,,,,,,6
KXKM-FM:,61.4330692,-142.9229248,broadcast,large,"McCarthy, AK",Afropop Worldwide | Live Wire | Living On Earth | The World | This American Life | Zorba,,,,,,,,,,,,,6
KXGA-FM:,62.1081204,-145.5340116,broadcast,large,"Glenallen, AK",Afropop Worldwide | Live Wire | Living On Earth | The World | This American Life | Zorba,,,,,,,,,,,,,6
KUAC-FM:,64.8400511,-147.7199756,broadcast,large,"Fairbanks, AK",Afropop Worldwide | Live Wire | Living On Earth | The World | This American Life | Zorba,,,,,,,,,,,,,6
KIYU-AM:,64.7412605,-156.871111,broadcast,large,"Galena, AK",Afropop Worldwide | Live Wire | Living On Earth | The World | This American Life | Zorba,,,,,,,,,,,,,6
WHID-FM:,44.5133188,-88.0132958,broadcast,large,"Green Bay, WI",Latino USA | Live Wire | PRX Remix | Reveal | The World | To the Best of Our Knowledge,,,,,,,,,,,,,6
WABE-FM:,33.7501275,-84.3885209,broadcast,large,"Atlanta, GA",Living On Earth | No Small Endeavor | Reveal | The Moth Radio Hour | The World | Think,,,,,,,,,,,,,6
WBEZ-FM:,41.88325,-87.6323879,broadcast,large,"Chicago, IL",Embodied | Latino USA | Reveal | Snap Judgment | Sound Opinions | This American Life,,,,,,,,,,,,,6
WBEW-FM:,41.6105937,-87.0641992,broadcast,large,"Chesterton, IN",Embodied | Latino USA | Reveal | Snap Judgment | Sound Opinions | This American Life,,,,,,,,,,,,,6
WBEQ-FM:,41.357254,-88.4211785,broadcast,large,"Morris, IL",Embodied | Latino USA | Reveal | Snap Judgment | Sound Opinions | This American Life,,,,,,,,,,,,,6
WBEK-FM:,41.1200325,-87.8611531,broadcast,large,"Kankakee, IL",Embodied | Latino USA | Reveal | Snap Judgment | Sound Opinions | This American Life,,,,,,,,,,,,,6
KWPR-FM:,39.2533328,-114.874248,broadcast,large,"Lund/Ely, NV",Latino USA | Live Wire | Reveal | Sound Opinions | The Moth Radio Hour | The World,,,,,,,,,,,,,6
KTPH-FM:,38.069211,-117.2305861,broadcast,large,"Tonopah, NV",Latino USA | Live Wire | Reveal | Sound Opinions | The Moth Radio Hour | The World,,,,,,,,,,,,,6
KSGU-FM:,37.0965278,-113.5684164,broadcast,large,"Saint George, UT",Latino USA | Live Wire | Reveal | Sound Opinions | The Moth Radio Hour | The World,,,,,,,,,,,,,6
KNPR-FM:,36.171563,-115.1391009,broadcast,large,"Las Vegas, NV",Latino USA | Live Wire | Reveal | Sound Opinions | The Moth Radio Hour | The World,,,,,,,,,,,,,6
KLNR-FM:,37.7891056,-114.3846527,broadcast,large,"Panaca, NV",Latino USA | Live Wire | Reveal | Sound Opinions | The Moth Radio Hour | The World,,,,,,,,,,,,,6
KLKR-FM:,40.8436459,-115.7526187,broadcast,large,"Elko, NV",Latino USA | Live Wire | Reveal | Sound Opinions | The Moth Radio Hour | The World,,,,,,,,,,,,,6
KTEP-FM:,31.7618778,-106.4850217,broadcast,large,"El Paso, TX",Latino USA | Living On Earth | Snap Judgment | Think | This American Life | Zorba,,,,,,,,,,,,,6
KODK-FM:,57.79,-152.4072222,broadcast,large,"Kodiak, AK",Embodied | Living On Earth | Reveal | Sound Opinions | The World | Think,,,,,,,,,,,,,6
WNRK-FM:,41.2425531,-82.6157331,broadcast,large,"Norwalk, OH",Living On Earth | Christopher Kimball's Milk Street Radio | The Moth Radio Hour | The World | This American Life,,,,,,,,,,,,,5
WKSV-FM:,41.686894,-81.0451037,broadcast,large,"Thompson, OH",Living On Earth | Christopher Kimball's Milk Street Radio | The Moth Radio Hour | The World | This American Life,,,,,,,,,,,,,5
WKSU-FM:,41.49932,-81.6943605,broadcast,large,"Cleveland, OH",Living On Earth | Christopher Kimball's Milk Street Radio | The Moth Radio Hour | The World | This American Life,,,,,,,,,,,,,5
